,HOURLYVISIBILITY,HOURLYWindSpeed,HOURLYPrecip,HOURLYRelativeHumidity,HOURLYDRYBULBTEMPF,HOURLYWETBULBTEMPF,HOURLYDewPointTempF,HOURLYStationPressure,HOURLYSeaLevelPressure,HOURLYAltimeterSetting,HOURLYWindDirectionSin,HOURLYWindDirectionCos,HOURLYPressureTendencyIncr,HOURLYPressureTendencyDecr,HOURLYPressureTendencyCons,year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
15672,10.0,10.0,0.0,72.0,83.0,76.0,73.0,30.22,30.24,30.24,0.173648,-0.984808,1,0,0,2013,7,13,1151,-4,1304,-6,MQ,N815MQ,3386,JFK,DCA,49,213,11,51
15673,10.0,18.0,0.01,93.0,64.0,63.0,62.0,29.74,29.76,29.76,1.22e-16,-1.0,0,1,0,2013,10,17,2121,31,2221,9,DL,N337NB,985,JFK,BOS,37,187,21,21
15674,10.0,20.0,0.0,74.0,78.0,72.0,69.0,30.12,30.14,30.14,1.22e-16,-1.0,0,1,0,2013,6,23,1458,3,1739,-21,AA,N3CSAA,1751,JFK,TPA,140,1005,14,58
15675,10.0,9.0,0.0,56.0,61.0,53.0,45.0,29.94,29.96,29.96,-2.45e-16,1.0,1,0,0,2013,9,25,822,-3,1102,-18,UA,N433UA,478,EWR,MCO,135,937,8,22
15676,10.0,15.0,0.0,57.0,56.0,49.0,41.0,30.26,30.28,30.28,0.642788,-0.766044,0,1,0,2013,5,5,1338,-7,1517,-13,MQ,N723MQ,4491,LGA,CLE,69,419,13,38
15677,10.0,14.0,0.0,41.0,28.0,22.0,7.0,30.19,30.22,30.21,-0.5,-0.866025,0,1,0,2013,2,2,1300,0,1420,-17,UA,N48127,72,EWR,ORD,115,719,13,0
15678,8.0,0.0,0.0,88.0,75.0,72.0,71.0,29.88,29.9,29.9,0.0,1.0,1,0,0,2013,8,28,2113,73,2222,64,US,N762US,2195,LGA,DCA,39,214,21,13
15679,10.0,13.0,0.0,43.0,62.0,51.0,39.0,29.7,29.73,29.72,-0.866025,0.5,1,0,0,2013,11,2,1957,22,2158,13,9E,N928XJ,3470,JFK,CVG,91,589,19,57
15680,10.0,11.0,0.0,74.0,81.0,75.0,72.0,29.83,29.85,29.85,-0.173648,-0.984808,0,1,0,2013,9,1,1305,5,1404,-8,EV,N16149,4129,EWR,DCA,40,199,13,5
15681,10.0,8.0,0.0,35.0,78.0,61.0,48.0,29.97,30.0,29.99,-0.766044,0.642788,1,0,0,2013,6,15,1111,-3,1334,-15,B6,N661JB,523,EWR,MCO,115,937,11,11
15682,10.0,15.0,0.0,26.0,62.0,47.0,27.0,30.15,30.17,30.17,-0.173648,-0.984808,0,1,0,2013,4,25,1543,-2,1724,12,9E,N8543F,3580,JFK,BWI,37,184,15,43
15683,10.0,10.0,0.0,90.0,66.0,64.0,63.0,29.86,29.88,29.88,0.34202,0.939693,1,0,0,2013,6,18,2347,62,44,47,B6,N339JB,22,JFK,SYR,41,209,23,47
15684,10.0,15.0,0.0,60.0,42.0,37.0,29.0,30.12,30.14,30.14,-0.766044,0.642788,1,0,0,2013,10,25,835,-5,951,-9,EV,N12921,4252,EWR,MKE,111,725,8,35
15685,10.0,10.0,0.0,70.0,68.0,62.0,58.0,30.06,30.08,30.08,-0.173648,-0.984808,1,0,0,2013,10,3,2007,-8,2139,-16,MQ,N522MQ,3535,JFK,CMH,69,483,20,7
15686,10.0,6.0,0.0,75.0,60.0,56.0,52.0,30.29,30.31,30.31,0.766044,-0.642788,0,1,0,2013,5,18,1407,8,1636,-12,UA,N36280,1122,EWR,PBI,131,1023,14,7
15687,10.0,11.0,0.0,40.0,55.0,44.0,31.0,30.35,30.37,30.37,-0.34202,0.939693,1,0,0,2013,4,26,755,-5,1127,-8,AA,N5FRAA,59,JFK,SFO,352,2586,7,55
15688,10.0,7.0,0.0,74.0,75.0,69.0,66.0,30.04,30.06,30.06,-0.642788,-0.766044,1,0,0,2013,7,27,852,-3,1155,-10,AA,N5EYAA,647,JFK,MIA,159,1089,8,52
15689,10.0,14.0,0.0,57.0,50.0,43.0,35.0,29.68,29.7,29.7,-0.984808,0.173648,1,0,0,2013,10,23,1925,-5,2251,11,DL,N319NB,2370,LGA,PBI,155,1035,19,25
15690,10.0,15.0,0.0,33.0,42.0,33.0,15.0,29.79,29.81,29.81,-0.984808,-0.173648,0,1,0,2013,3,20,1904,26,2112,8,UA,N453UA,270,EWR,DEN,222,1605,19,4
15691,10.0,20.0,0.0,55.0,41.0,35.0,26.0,29.74,29.76,29.76,-0.5,0.866025,1,0,0,2013,3,1,2055,15,2326,-17,B6,N353JB,629,JFK,HOU,197,1428,20,55
15692,8.0,9.0,0.0,81.0,73.0,69.0,67.0,30.12,30.14,30.14,-0.866025,-0.5,1,0,0,2013,5,30,718,-2,909,-26,WN,N432WN,35,EWR,DEN,209,1605,7,18
15693,10.0,7.0,0.0,90.0,56.0,54.0,53.0,30.15,30.17,30.17,-2.45e-16,1.0,1,0,0,2013,9,27,554,-6,705,-11,EV,N909EV,5716,JFK,IAD,47,228,5,54
15694,10.0,20.0,0.0,77.0,49.0,46.0,42.0,29.55,29.57,29.57,-0.984808,-0.173648,1,0,0,2013,2,27,1729,0,1952,-54,DL,N348NW,1185,EWR,SLC,245,1969,17,29
15695,10.0,0.0,0.0,75.0,34.0,31.0,27.0,29.91,29.93,29.93,0.0,1.0,0,1,0,2013,2,13,802,3,1021,-4,UA,N514UA,311,LGA,DEN,226,1620,8,2
15696,10.0,16.0,0.0,34.0,44.0,34.0,17.0,29.85,29.87,29.87,-0.984808,0.173648,0,1,0,2013,3,20,1204,-1,1352,7,MQ,N738MQ,4431,LGA,RDU,78,431,12,4
15697,9.0,5.0,0.0,68.0,50.0,45.0,40.0,30.08,30.1,30.1,1.0,6.12e-17,0,1,0,2013,12,4,1550,-10,1814,-7,EV,N14562,4684,EWR,SDF,114,642,15,50
15698,10.0,7.0,0.0,46.0,25.0,20.0,7.0,30.47,30.49,30.49,-0.5,0.866025,1,0,0,2013,2,10,1057,-3,1351,-22,UA,N436UA,952,EWR,RSW,156,1068,10,57
15699,10.0,8.0,0.0,82.0,70.0,66.0,64.0,29.87,29.89,29.89,0.866025,-0.5,0,1,0,2013,8,1,1639,39,1810,47,US,N747UW,2187,LGA,DCA,43,214,16,39
15700,10.0,21.0,0.0,43.0,41.0,33.0,20.0,30.24,30.26,30.26,-0.642788,0.766044,1,0,0,2013,1,5,1155,-5,1250,-10,WN,N646SW,421,EWR,BWI,38,169,11,55
15701,10.0,15.0,0.0,54.0,59.0,51.0,42.0,30.43,30.45,30.45,0.866025,-0.5,0,1,0,2013,5,1,1658,-2,2031,-31,B6,N536JB,703,JFK,SJU,185,1598,16,58
15702,9.0,3.0,0.0,90.0,64.0,62.0,61.0,30.04,30.06,30.06,1.22e-16,-1.0,0,1,0,2013,10,4,652,0,945,-9,UA,N39418,1439,EWR,LAX,333,2454,6,52
15703,10.0,16.0,0.0,87.0,71.0,68.0,67.0,29.74,29.76,29.76,-0.766044,-0.642788,1,0,0,2013,6,11,752,-3,849,-21,MQ,N815MQ,4418,JFK,DCA,44,213,7,52
15704,0.25,7.0,0.0,100.0,48.0,48.0,48.0,30.0,30.02,30.02,0.34202,-0.939693,1,0,0,2013,1,14,701,26,1033,31,UA,N830UA,421,EWR,SFO,363,2565,7,1
15705,10.0,16.0,0.0,83.0,47.0,45.0,42.0,29.9,29.92,29.92,-0.642788,0.766044,1,0,0,2013,5,25,758,-2,1051,-14,B6,N648JB,25,JFK,FLL,142,1069,7,58
15706,10.0,10.0,0.0,74.0,79.0,73.0,70.0,30.09,30.11,30.11,-0.173648,-0.984808,0,1,0,2013,7,5,1927,27,2240,24,DL,N705TW,1643,JFK,SEA,318,2422,19,27
15707,10.0,6.0,0.0,87.0,70.0,67.0,66.0,30.04,30.06,30.06,-0.766044,-0.642788,0,1,0,2013,7,27,623,-7,905,-15,UA,N554UA,797,JFK,LAX,320,2475,6,23
15708,10.0,28.0,0.0,57.0,54.0,47.0,39.0,29.91,29.94,29.93,-0.642788,0.766044,1,0,0,2013,5,25,1611,1,1743,-24,9E,N925XJ,3400,JFK,MKE,118,745,16,11
15709,10.0,11.0,0.0,28.0,35.0,26.0,5.0,30.46,30.48,30.48,-0.766044,0.642788,0,1,0,2013,1,27,1520,-6,1734,3,EV,N14959,4170,EWR,GRR,114,605,15,20
15710,7.0,0.0,0.0,89.0,40.0,39.0,37.0,30.37,30.4,30.39,0.0,1.0,0,1,0,2013,1,9,905,5,1152,-7,B6,N623JB,59,JFK,TPA,146,1005,9,5
15711,1.0,10.0,0.17,89.0,44.0,43.0,41.0,29.68,29.7,29.7,0.939693,0.34202,0,1,0,2013,12,29,1444,-6,1627,-8,MQ,N818MQ,3416,LGA,RDU,78,431,14,44
15712,3.0,15.0,0.02,89.0,35.0,34.0,32.0,30.19,30.21,30.21,0.642788,0.766044,0,1,0,2013,12,9,557,-3,650,-11,US,N711UW,2134,LGA,BOS,31,184,5,57
15713,10.0,10.0,0.0,68.0,68.0,62.0,57.0,30.06,30.08,30.08,-0.173648,-0.984808,1,0,0,2013,10,3,1924,-6,2213,-27,DL,N345NB,2370,LGA,PBI,140,1035,19,24
15714,10.0,10.0,0.0,51.0,43.0,36.0,26.0,29.94,29.96,29.96,-0.34202,-0.939693,0,1,0,2013,2,14,1558,-8,1716,-13,YV,N513MJ,3775,LGA,IAD,45,229,15,58
15715,10.0,18.0,0.0,67.0,41.0,37.0,31.0,30.18,30.2,30.2,-0.173648,-0.984808,0,1,0,2013,4,4,1841,1,2205,0,DL,N3750D,1643,JFK,SEA,350,2422,18,41
15716,10.0,7.0,0.0,73.0,63.0,58.0,54.0,29.81,29.83,29.83,-0.642788,-0.766044,1,0,0,2013,5,16,911,-4,1203,-32,VX,N851VA,161,EWR,LAX,314,2454,9,11
15717,10.0,0.0,0.0,68.0,50.0,45.0,40.0,30.55,30.58,30.57,0.0,1.0,0,1,0,2013,11,5,2015,0,2345,-9,DL,N1200K,427,JFK,LAX,354,2475,20,15
15718,10.0,15.0,0.0,43.0,49.0,40.0,27.0,30.12,30.14,30.14,-0.5,-0.866025,0,1,0,2013,11,9,1822,-4,1944,-3,EV,N14179,4131,EWR,RIC,50,277,18,22
15719,7.0,8.0,0.0,96.0,44.0,44.0,43.0,30.11,30.14,30.13,-2.45e-16,1.0,1,0,0,2013,1,12,825,10,959,-11,MQ,N722MQ,4490,LGA,CMH,78,479,8,25
15720,10.0,10.0,0.0,38.0,68.0,54.0,41.0,29.91,29.94,29.93,-1.0,-1.84e-16,0,1,0,2013,9,24,1358,-1,1643,-11,AA,N3KSAA,1151,LGA,DFW,197,1389,13,58
15721,10.0,10.0,0.0,30.0,53.0,41.0,22.0,29.72,29.74,29.74,-0.34202,0.939693,0,1,0,2013,3,26,1356,-8,1503,-37,UA,N804UA,778,EWR,ORD,106,719,13,56
15722,10.0,5.0,0.0,50.0,23.0,19.0,7.0,30.19,30.22,30.21,-0.642788,-0.766044,0,1,0,2013,1,25,1707,-1,2056,32,UA,N818UA,250,EWR,LAX,359,2454,17,7
15723,10.0,13.0,0.0,77.0,77.0,72.0,69.0,29.86,29.88,29.88,-0.766044,-0.642788,1,0,0,2013,8,31,1028,29,1232,7,B6,N763JB,411,JFK,LAS,279,2248,10,28
15724,1.5,17.0,0.03,96.0,57.0,56.0,56.0,30.25,30.27,30.27,0.939693,-0.34202,0,1,0,2013,5,19,1441,-4,1725,-40,AA,N3KCAA,1925,LGA,MIA,142,1096,14,41
15725,10.0,10.0,0.0,37.0,78.0,62.0,50.0,29.92,29.94,29.94,-0.642788,-0.766044,0,1,0,2013,6,15,1506,7,1723,-37,UA,N77525,1269,EWR,PBI,120,1023,15,6
15726,10.0,21.0,0.0,38.0,49.0,39.0,24.0,30.01,30.03,30.03,-0.939693,0.34202,0,1,0,2013,11,8,1328,73,1452,79,EV,N11187,4240,EWR,BUF,53,282,13,28
15727,10.0,15.0,0.0,53.0,41.0,35.0,25.0,30.05,30.07,30.07,-0.642788,0.766044,1,0,0,2013,1,17,1025,-5,1302,10,DL,N361NB,2343,EWR,ATL,126,746,10,25
15728,5.0,13.0,0.0,90.0,68.0,66.0,65.0,30.05,30.07,30.07,1.0,6.12e-17,0,1,0,2013,10,6,1858,-2,2050,-7,9E,N930XJ,3330,JFK,ORD,115,740,18,58
15729,10.0,18.0,0.0,82.0,74.0,70.0,68.0,29.87,29.89,29.89,0.173648,-0.984808,0,1,0,2013,10,7,1142,17,1429,4,UA,N555UA,398,JFK,LAX,320,2475,11,42
15730,3.0,15.0,0.04,93.0,64.0,63.0,62.0,29.94,29.96,29.96,1.0,6.12e-17,0,1,0,2013,6,10,1807,82,1935,82,B6,N368JB,1012,JFK,BOS,33,187,18,7
15731,10.0,3.0,0.0,87.0,72.0,69.0,68.0,29.93,29.95,29.95,-0.173648,-0.984808,1,0,0,2013,8,12,2217,-3,2322,-13,EV,N371CA,5169,LGA,BTV,42,258,22,17
15732,10.0,13.0,0.0,48.0,39.0,32.0,21.0,29.84,29.86,29.86,-0.34202,0.939693,0,1,0,2013,2,16,1549,-1,1740,-38,9E,N919XJ,3540,JFK,MSP,142,1029,15,49
15733,10.0,5.0,0.0,62.0,41.0,36.0,29.0,30.45,30.47,30.47,0.984808,0.173648,0,1,0,2013,1,11,1006,11,1236,-10,UA,N15710,1597,EWR,EGE,254,1726,10,6
15734,10.0,26.0,0.0,34.0,36.0,28.0,10.0,29.98,30.0,30.0,-0.766044,0.642788,0,1,0,2013,2,21,1438,102,1553,96,EV,N48901,4158,EWR,RIC,55,277,14,38
15735,10.0,17.0,0.0,83.0,57.0,54.0,52.0,30.2,30.22,30.22,0.5,0.866025,0,1,0,2013,10,10,925,-5,1030,-8,B6,N283JB,116,JFK,SYR,42,209,9,25
15736,10.0,9.0,0.0,86.0,41.0,39.0,37.0,29.85,29.87,29.87,-0.984808,-0.173648,1,0,0,2013,12,30,701,26,858,9,EV,N14116,4535,EWR,MSP,159,1008,7,1
15737,10.0,0.0,0.0,78.0,60.0,56.0,53.0,30.1,30.12,30.12,0.0,1.0,1,0,0,2013,9,29,1913,-6,2223,-11,B6,N598JB,71,JFK,SLC,264,1990,19,13
15738,10.0,8.0,0.0,57.0,37.0,32.0,23.0,30.32,30.34,30.34,0.939693,-0.34202,0,1,0,2013,2,22,1608,160,1805,153,EV,N21144,4360,EWR,MSP,157,1008,16,8
15739,10.0,10.0,0.0,68.0,67.0,61.0,56.0,30.12,30.14,30.14,0.5,-0.866025,0,0,1,2013,6,6,936,-4,1031,-24,9E,N8751D,3608,JFK,PHL,30,94,9,36
15740,10.0,14.0,0.0,46.0,49.0,41.0,29.0,30.11,30.13,30.13,-0.5,-0.866025,0,1,0,2013,11,9,2049,-1,2151,-18,DL,N983DL,985,JFK,BOS,43,187,20,49
15741,10.0,13.0,0.0,37.0,82.0,65.0,53.0,29.76,29.78,29.78,-0.984808,0.173648,0,1,0,2013,9,3,1753,-7,2125,7,DL,N343NB,2139,LGA,MIA,160,1096,17,53
15742,10.0,15.0,0.0,70.0,34.0,31.0,25.0,29.97,29.99,29.99,-0.984808,0.173648,1,0,0,2013,12,10,1820,25,2113,24,B6,N639JB,299,LGA,MCO,153,950,18,20
15743,10.0,20.0,0.0,49.0,31.0,26.0,14.0,29.78,29.8,29.8,-0.984808,0.173648,1,0,0,2013,2,20,601,-4,722,1,EV,N14991,4346,EWR,IAD,48,212,6,1
15744,10.0,16.0,0.0,51.0,82.0,69.0,62.0,29.96,29.98,29.98,-0.939693,-0.34202,1,0,0,2013,6,24,1931,55,2058,43,B6,N317JB,1202,JFK,BUF,54,301,19,31
15745,10.0,7.0,0.0,59.0,83.0,72.0,67.0,29.87,29.89,29.89,0.866025,-0.5,1,0,0,2013,8,28,956,-4,1210,37,FL,N951AT,353,LGA,CAK,69,397,9,56
15746,10.0,18.0,0.0,42.0,34.0,27.0,13.0,30.39,30.41,30.41,-0.766044,-0.642788,0,1,0,2013,11,25,1900,9,2215,15,UA,N21723,1128,LGA,IAH,233,1416,19,0
15747,9.0,10.0,0.0,89.0,37.0,36.0,34.0,29.9,29.92,29.92,-0.766044,-0.642788,1,0,0,2013,1,16,1918,18,2012,0,US,N951UW,2140,LGA,BOS,32,184,19,18
15748,10.0,14.0,0.0,71.0,45.0,41.0,36.0,29.62,29.64,29.64,-0.984808,0.173648,1,0,0,2013,2,27,1947,87,2124,81,EV,N710EV,5409,LGA,MSN,121,812,19,47
15749,10.0,5.0,0.0,62.0,55.0,49.0,42.0,30.01,30.04,30.03,-0.766044,-0.642788,1,0,0,2013,9,24,911,-4,1115,-26,EV,N718EV,5109,LGA,CHS,82,641,9,11
15750,10.0,11.0,0.0,37.0,87.0,69.0,58.0,30.13,30.15,30.15,-0.5,-0.866025,0,1,0,2013,8,21,1352,-13,1455,-21,B6,N323JB,2480,EWR,BOS,36,200,13,52
15751,10.0,33.0,0.0,24.0,31.0,23.0,-2.0,29.67,29.69,29.69,-0.766044,0.642788,1,0,0,2013,2,17,1250,0,1536,-16,DL,N929DL,1685,LGA,MCO,136,950,12,50
15752,10.0,11.0,0.0,28.0,31.0,23.0,1.0,30.42,30.44,30.44,-0.642788,0.766044,1,0,0,2013,1,18,1510,4,1806,-13,UA,N14106,54,EWR,LAX,335,2454,15,10
15753,10.0,13.0,0.0,57.0,83.0,72.0,66.0,30.17,30.19,30.19,-0.173648,0.984808,1,0,0,2013,7,16,703,18,851,-17,US,N549UW,15,JFK,PHX,258,2153,7,3
15754,10.0,16.0,0.0,29.0,78.0,59.0,43.0,29.98,30.01,30.0,-0.642788,0.766044,1,0,0,2013,9,5,1643,-2,1936,-39,B6,N807JB,415,JFK,SFO,324,2586,16,43
15755,10.0,17.0,0.0,39.0,76.0,61.0,49.0,29.78,29.8,29.8,-0.173648,0.984808,0,1,0,2013,6,12,1635,0,1831,-2,EV,N695CA,5615,EWR,DTW,85,488,16,35
15756,9.0,13.0,0.0,94.0,72.0,71.0,70.0,30.05,30.07,30.07,1.22e-16,-1.0,1,0,0,2013,7,1,2255,175,2353,144,B6,N318JB,418,JFK,BOS,41,187,22,55
15757,7.0,10.0,0.0,77.0,46.0,43.0,39.0,30.1,30.12,30.12,0.866025,-0.5,1,0,0,2013,1,29,1239,44,1523,24,B6,N279JB,625,JFK,HOU,203,1428,12,39
15758,10.0,26.0,0.0,62.0,41.0,36.0,29.0,29.84,29.86,29.86,0.5,0.866025,0,1,0,2013,3,6,1827,57,2110,42,DL,N959DL,1585,LGA,MCO,127,950,18,27
15759,10.0,10.0,0.0,93.0,68.0,67.0,66.0,29.73,29.75,29.75,-0.642788,-0.766044,0,1,0,2013,6,11,601,-9,716,-29,AA,N520AA,301,LGA,ORD,107,733,6,1
15760,10.0,10.0,0.0,88.0,68.0,66.0,64.0,29.82,29.84,29.84,0.173648,0.984808,0,1,0,2013,6,18,2044,128,15,140,UA,N533UA,212,EWR,SFO,363,2565,20,44
15761,10.0,14.0,0.0,69.0,52.0,47.0,42.0,30.03,30.05,30.05,-0.173648,-0.984808,0,1,0,2013,5,14,2012,-3,2109,-30,B6,N712JB,1016,JFK,BOS,43,187,20,12
15762,10.0,26.0,0.0,66.0,51.0,46.0,40.0,30.12,30.14,30.14,0.173648,-0.984808,0,1,0,2013,4,7,1443,-7,1714,-35,UA,N404UA,411,EWR,MCO,136,937,14,43
15763,10.0,22.0,0.0,46.0,51.0,42.0,31.0,30.64,30.66,30.66,0.939693,-0.34202,1,0,0,2013,4,22,1139,39,1327,75,US,N957UW,2124,LGA,BOS,36,184,11,39
15764,10.0,13.0,0.0,70.0,68.0,62.0,58.0,29.99,30.01,30.01,-2.45e-16,1.0,1,0,0,2013,7,26,742,12,1027,17,B6,N590JB,683,JFK,MCO,138,944,7,42
15765,10.0,14.0,0.0,31.0,62.0,48.0,31.0,30.32,30.35,30.34,1.22e-16,-1.0,0,1,0,2013,4,26,1615,15,1901,0,B6,N746JB,509,EWR,FLL,143,1065,16,15
15766,10.0,6.0,0.0,63.0,40.0,35.0,28.0,30.0,30.02,30.02,0.766044,-0.642788,1,0,0,2013,3,5,1929,12,2245,21,UA,N37253,1654,EWR,SAN,339,2425,19,29
15767,10.0,17.0,0.0,40.0,44.0,35.0,21.0,29.97,29.99,29.99,-0.642788,0.766044,1,0,0,2013,11,19,747,-3,859,-13,EV,N22909,3815,EWR,ROC,52,246,7,47
15768,10.0,7.0,0.0,75.0,64.0,59.0,56.0,30.04,30.06,30.06,-0.173648,0.984808,0,1,0,2013,10,16,1151,-9,1459,-7,DL,N624AG,423,JFK,LAX,323,2475,11,51
15769,10.0,11.0,0.0,79.0,73.0,69.0,66.0,29.95,29.97,29.97,-0.866025,-0.5,0,1,0,2013,6,25,659,-1,824,-11,WN,N608SW,1696,EWR,STL,121,872,6,59
15770,10.0,18.0,0.0,45.0,43.0,35.0,23.0,30.02,30.04,30.04,-0.5,0.866025,1,0,0,2013,11,23,911,-4,1307,20,UA,N805UA,342,EWR,SFO,364,2565,9,11
15771,10.0,14.0,0.0,89.0,37.0,36.0,34.0,29.78,29.8,29.8,0.642788,0.766044,0,1,0,2013,3,19,558,-7,807,2,MQ,N717MQ,4401,LGA,DTW,86,502,5,58
15772,10.0,7.0,0.0,90.0,68.0,66.0,65.0,29.65,29.67,29.67,-0.984808,0.173648,0,1,0,2013,9,13,623,-2,854,-21,WN,N432WN,16,EWR,HOU,188,1411,6,23
15773,10.0,10.0,0.0,83.0,52.0,49.0,47.0,30.24,30.26,30.26,0.34202,-0.939693,1,0,0,2013,4,29,825,-10,1114,-21,AA,N3HJAA,717,LGA,DFW,186,1389,8,25
15774,10.0,14.0,0.0,86.0,53.0,51.0,49.0,30.15,30.17,30.17,0.766044,-0.642788,0,1,0,2013,4,18,2100,90,2316,90,9E,N805AY,3798,JFK,CLT,81,541,21,0
15775,10.0,10.0,0.0,47.0,82.0,68.0,60.0,29.82,29.84,29.84,-0.642788,0.766044,0,1,0,2013,9,8,1149,-6,1431,-35,DL,N335NB,1174,LGA,PBI,137,1035,11,49
15776,10.0,15.0,0.0,41.0,72.0,58.0,47.0,29.93,29.95,29.95,-0.642788,0.766044,1,0,0,2013,8,14,1915,-1,2254,40,B6,N509JB,883,JFK,MCO,148,944,19,15
15777,10.0,13.0,0.0,40.0,65.0,52.0,40.0,30.24,30.26,30.26,0.642788,0.766044,1,0,0,2013,9,6,921,-8,1216,-4,UA,N440UA,316,EWR,TPA,135,997,9,21
15778,10.0,10.0,0.0,29.0,71.0,54.0,37.0,30.07,30.09,30.09,-0.34202,0.939693,1,0,0,2013,5,17,1402,2,1705,-10,UA,N12216,1570,EWR,SFO,340,2565,14,2
15779,10.0,6.0,0.0,60.0,82.0,72.0,67.0,29.84,29.86,29.86,-0.34202,-0.939693,1,0,0,2013,7,11,1703,3,1940,-38,DL,N705TW,1163,JFK,LAX,309,2475,17,3
15780,10.0,0.0,0.0,94.0,72.0,71.0,70.0,29.97,29.99,29.99,0.0,1.0,1,0,0,2013,7,29,657,-3,942,2,AA,N508AA,2083,EWR,DFW,189,1372,6,57
15781,10.0,20.0,0.0,32.0,19.0,14.0,-6.0,30.08,30.1,30.1,-0.939693,0.34202,1,0,0,2013,1,22,1706,6,1821,8,US,N953UW,2136,LGA,BOS,40,184,17,6
15782,10.0,8.0,0.0,67.0,31.0,28.0,21.0,30.04,30.06,30.06,-0.984808,0.173648,1,0,0,2013,12,18,1056,-9,1248,13,EV,N760EV,5599,LGA,ROC,44,254,10,56
15783,10.0,9.0,0.0,47.0,31.0,25.0,13.0,30.02,30.04,30.04,-0.5,-0.866025,1,0,0,2013,1,21,1203,-2,1338,-7,MQ,N730MQ,4431,LGA,RDU,78,431,12,3
15784,10.0,15.0,0.0,48.0,47.0,39.0,28.0,29.74,29.76,29.76,-0.866025,0.5,0,1,0,2013,3,15,2121,-4,2229,-11,MQ,N856MQ,4449,JFK,DCA,41,213,21,21
15785,10.0,15.0,0.0,36.0,67.0,53.0,39.0,30.06,30.08,30.08,-0.173648,0.984808,1,0,0,2013,5,17,1109,-6,1322,-19,UA,N484UA,405,LGA,DEN,216,1620,11,9
15786,10.0,3.0,0.0,56.0,59.0,51.0,43.0,29.97,29.99,29.99,0.866025,-0.5,1,0,0,2013,4,9,2126,86,2239,80,US,N722US,2189,LGA,DCA,44,214,21,26
15787,10.0,10.0,0.0,49.0,44.0,37.0,26.0,29.68,29.7,29.7,-0.5,0.866025,0,1,0,2013,3,1,1325,0,1510,5,MQ,N739MQ,4475,LGA,RDU,78,431,13,25
15788,10.0,8.0,0.0,90.0,65.0,63.0,62.0,29.85,29.87,29.87,-0.34202,-0.939693,0,1,0,2013,5,21,2243,-2,2349,-12,B6,N198JB,128,JFK,BTV,45,266,22,43
15789,10.0,15.0,0.0,47.0,31.0,25.0,13.0,30.1,30.12,30.12,-0.984808,0.173648,1,0,0,2013,11,28,750,-5,1004,4,B6,N203JB,1273,JFK,CHS,103,636,7,50
15790,10.0,11.0,0.0,49.0,56.0,47.0,37.0,30.34,30.36,30.36,-0.173648,-0.984808,0,1,0,2013,4,26,1825,10,2023,-13,9E,N904XJ,3542,JFK,MSP,154,1029,18,25
15791,10.0,14.0,0.0,53.0,44.0,38.0,28.0,29.87,29.89,29.89,-0.866025,0.5,1,0,0,2013,3,13,925,35,1217,10,B6,N247JB,1061,JFK,AUS,221,1521,9,25
15792,10.0,11.0,0.0,52.0,66.0,56.0,48.0,30.21,30.23,30.23,1.22e-16,-1.0,0,1,0,2013,9,18,1621,-4,1724,-21,UA,N73275,1140,EWR,BOS,44,200,16,21
15793,3.0,9.0,0.0,93.0,62.0,61.0,60.0,29.98,30.0,30.0,0.866025,-0.5,0,1,0,2013,5,8,1601,16,1912,11,DL,N328NW,141,JFK,FLL,153,1069,16,1
15794,10.0,16.0,0.0,59.0,35.0,30.0,22.0,30.21,30.23,30.23,-0.173648,0.984808,1,0,0,2013,3,9,711,-4,956,-39,AA,N3FWAA,825,JFK,FLL,139,1069,7,11
15795,10.0,23.0,0.0,63.0,50.0,44.0,38.0,29.85,29.87,29.87,-0.642788,0.766044,1,0,0,2013,11,7,1834,29,2034,44,WN,N295WN,195,LGA,STL,140,888,18,34
15796,10.0,7.0,0.0,71.0,73.0,67.0,63.0,29.89,29.91,29.91,-0.642788,-0.766044,0,1,0,2013,8,3,618,3,840,-25,WN,N767SW,64,EWR,HOU,185,1411,6,18
15797,7.0,26.0,0.0,80.0,43.0,40.0,37.0,29.9,29.92,29.92,0.939693,0.34202,0,1,0,2013,4,12,744,-11,1022,-14,B6,N789JB,389,LGA,MCO,139,950,7,44
15798,10.0,6.0,0.0,69.0,47.0,43.0,37.0,29.91,29.93,29.93,1.22e-16,-1.0,0,1,0,2013,12,2,1619,-6,1739,-16,MQ,N5PBMQ,3748,EWR,ORD,108,719,16,19
15799,10.0,26.0,0.0,65.0,40.0,36.0,29.0,29.87,29.89,29.89,0.5,0.866025,1,0,0,2013,3,6,1953,188,2101,181,EV,N22909,4216,EWR,BUF,50,282,19,53
15800,10.0,5.0,0.0,77.0,49.0,46.0,42.0,30.39,30.41,30.41,0.766044,-0.642788,0,1,0,2013,5,3,2041,211,2231,196,AA,N3FPAA,1351,JFK,ORD,114,740,20,41
15801,10.0,20.0,0.0,49.0,43.0,36.0,25.0,30.25,30.27,30.27,-0.5,-0.866025,0,1,0,2013,1,19,1157,-3,1329,-21,WN,N414WN,1599,LGA,MKE,123,738,11,57
15802,10.0,18.0,0.0,78.0,62.0,58.0,55.0,29.91,29.93,29.93,1.22e-16,-1.0,0,1,0,2013,5,10,2017,2,2138,-1,B6,N183JB,1016,JFK,BOS,41,187,20,17
