,Unnamed: 0,HOURLYVISIBILITY,HOURLYWindSpeed,HOURLYPrecip,HOURLYRelativeHumidity,HOURLYDRYBULBTEMPF,HOURLYWETBULBTEMPF,HOURLYDewPointTempF,HOURLYStationPressure,HOURLYSeaLevelPressure,HOURLYAltimeterSetting,HOURLYWindDirectionSin,HOURLYWindDirectionCos,HOURLYPressureTendencyIncr,HOURLYPressureTendencyDecr,HOURLYPressureTendencyCons,month,day,dep_time,dep_delay,arr_time,arr_delay,flight,origin,air_time,distance,hour,minute
22555,22555,10.0,11.0,0.0,48.0,47.0,39.0,28.0,30.05,30.07,30.07,-0.642788,-0.766044,0,1,0,1,19,1801,0,2116,0,1611,2,156,1096,18,1
22556,22556,10.0,14.0,0.0,45.0,68.0,56.0,46.0,29.76,29.78,29.78,-0.766044,-0.642788,0,1,0,10,22,1312,0,1458,0,2095,2,88,529,13,12
22557,22557,10.0,5.0,0.0,73.0,66.0,61.0,57.0,29.88,29.91,29.9,1.22e-16,-1.0,0,1,0,5,9,1639,1,1845,1,847,2,99,762,16,39
22558,22558,10.0,8.0,0.0,84.0,62.0,59.0,57.0,29.96,29.98,29.98,-0.984808,-0.173648,0,1,0,10,2,609,0,806,0,4471,2,83,529,6,9
22559,22559,10.0,13.0,0.0,55.0,40.0,34.0,25.0,29.78,29.8,29.8,-0.984808,0.173648,1,0,0,2,12,556,0,733,0,301,2,128,733,5,56
22560,22560,10.0,11.0,0.0,56.0,79.0,68.0,62.0,29.88,29.9,29.9,-0.766044,-0.642788,1,0,0,8,2,2024,0,2146,0,4127,2,45,228,20,24
22561,22561,10.0,10.0,0.0,49.0,43.0,36.0,25.0,30.59,30.61,30.61,0.866025,0.5,1,0,0,11,21,957,0,1306,1,1110,2,347,2227,9,57
22562,22562,2.5,16.0,0.24,93.0,45.0,44.0,43.0,29.59,29.61,29.61,0.984808,0.173648,0,1,0,12,29,1559,0,1944,0,409,2,345,2586,15,59
22563,22563,10.0,3.0,0.0,76.0,44.0,41.0,37.0,29.86,29.88,29.88,-0.173648,0.984808,1,0,0,4,13,734,1,852,0,1224,2,125,748,7,34
22564,22564,10.0,20.0,0.0,77.0,52.0,49.0,45.0,29.81,29.83,29.83,-0.642788,0.766044,1,0,0,11,7,1702,1,2036,1,413,2,346,2475,17,2
22565,22565,10.0,15.0,0.0,89.0,39.0,38.0,36.0,30.0,30.01,30.02,-0.984808,0.173648,1,0,0,12,9,1940,1,2122,1,4502,2,138,748,19,40
22566,22566,10.0,3.0,0.0,49.0,68.0,57.0,48.0,30.21,30.23,30.23,0.939693,0.34202,1,0,0,10,15,1151,0,1245,0,2146,2,36,184,11,51
22567,22567,10.0,9.0,0.0,38.0,49.0,39.0,24.0,30.15,30.17,30.17,-0.766044,-0.642788,0,1,0,11,9,1514,0,1702,0,4572,2,93,594,15,14
22568,22568,10.0,10.0,0.0,57.0,50.0,43.0,35.0,30.48,30.5,30.5,0.642788,-0.766044,0,1,0,11,21,1509,0,1757,0,761,2,147,997,15,9
22569,22569,10.0,15.0,0.0,84.0,63.0,60.0,58.0,30.04,30.06,30.06,0.984808,-0.173648,0,1,0,6,6,1844,1,2110,1,1454,2,166,1167,18,44
22570,22570,10.0,20.0,0.0,49.0,83.0,70.0,62.0,30.01,30.03,30.03,-0.766044,-0.642788,0,1,0,8,26,1448,0,1634,0,4213,2,83,628,14,48
22571,22571,10.0,20.0,0.0,35.0,35.0,27.0,10.0,30.23,30.25,30.25,-0.642788,0.766044,1,0,0,11,28,1252,1,1432,1,1734,2,118,719,12,52
22572,22572,10.0,24.0,0.0,34.0,36.0,28.0,10.0,29.98,30.0,30.0,-0.766044,0.642788,0,1,0,2,21,1548,1,1709,1,4105,2,49,228,15,48
22573,22573,8.0,10.0,0.0,84.0,68.0,65.0,63.0,30.02,30.04,30.04,0.173648,-0.984808,0,1,0,5,20,1552,0,1723,0,915,2,108,740,15,52
22574,22574,10.0,18.0,0.0,59.0,50.0,44.0,36.0,29.99,30.01,30.01,0.5,-0.866025,0,1,0,3,31,1316,0,1517,0,4416,2,105,645,13,16
22575,22575,10.0,7.0,0.0,65.0,68.0,61.0,56.0,30.15,30.17,30.17,0.766044,-0.642788,1,0,0,5,7,1145,0,1341,0,401,2,99,746,11,45
22576,22576,10.0,13.0,0.0,60.0,22.0,19.0,10.0,30.15,30.17,30.17,-0.642788,0.766044,1,0,0,1,26,1121,1,1246,1,3661,2,51,264,11,21
22577,22577,10.0,0.0,0.0,59.0,47.0,41.0,33.0,30.0,30.02,30.02,0.0,1.0,0,1,0,12,20,1737,1,2104,1,169,2,362,2454,17,37
22578,22578,10.0,10.0,0.0,38.0,41.0,33.0,17.0,30.57,30.58,30.59,-0.642788,0.766044,0,1,0,11,29,1419,0,1523,0,5712,2,47,228,14,19
22579,22579,10.0,8.0,0.0,91.0,74.0,72.0,71.0,29.71,29.73,29.73,-0.173648,-0.984808,0,1,0,9,2,1934,1,2249,1,1416,2,318,2434,19,34
22580,22580,10.0,16.0,0.0,60.0,76.0,67.0,61.0,30.13,30.15,30.15,0.642788,-0.766044,0,1,0,8,7,1106,1,1334,0,695,2,124,944,11,6
22581,22581,10.0,15.0,0.0,62.0,57.0,50.0,44.0,29.94,29.96,29.96,-0.5,0.866025,1,0,0,9,14,724,0,1033,0,1296,2,338,2565,7,24
22582,22582,10.0,6.0,0.0,58.0,48.0,42.0,34.0,30.08,30.11,30.1,0.5,-0.866025,0,1,0,3,31,918,0,1112,0,4582,2,82,544,9,18
22583,22583,8.0,7.0,0.0,84.0,71.0,68.0,66.0,29.97,29.99,29.99,0.984808,-0.173648,1,0,0,8,29,702,1,820,0,329,2,119,872,7,2
22584,22584,10.0,0.0,0.0,48.0,76.0,64.0,55.0,30.26,30.28,30.28,0.0,1.0,1,0,0,8,17,915,1,1041,1,3478,2,75,502,9,15
22585,22585,10.0,24.0,0.01,89.0,38.0,37.0,35.0,29.89,29.91,29.91,0.866025,0.5,0,1,0,2,27,25,1,123,1,22,2,42,209,0,25
22586,22586,10.0,11.0,0.0,70.0,69.0,63.0,59.0,30.02,30.04,30.04,0.34202,-0.939693,0,1,0,9,20,1709,0,1810,0,2580,2,43,200,17,9
22587,22587,10.0,13.0,0.0,78.0,63.0,59.0,56.0,29.83,29.86,29.85,-0.766044,-0.642788,0,1,0,11,7,1004,0,1140,1,3675,2,125,764,10,4
22588,22588,6.0,13.0,0.0,94.0,74.0,73.0,72.0,30.05,30.07,30.07,-0.766044,-0.642788,1,0,0,6,24,751,1,1009,0,753,2,176,1372,7,51
22589,22589,10.0,6.0,0.0,38.0,42.0,34.0,18.0,30.64,30.66,30.66,0.766044,0.642788,1,0,0,11,4,1829,0,2125,0,442,2,325,2422,18,29
22590,22590,10.0,25.0,0.0,41.0,52.0,42.0,29.0,29.92,29.94,29.94,-0.939693,0.34202,1,0,0,4,20,913,0,1212,1,883,2,147,944,9,13
22591,22591,10.0,8.0,0.0,29.0,59.0,45.0,27.0,30.41,30.43,30.43,0.173648,0.984808,1,0,0,4,27,925,0,1245,1,1639,2,156,1080,9,25
22592,22592,10.0,11.0,0.0,76.0,65.0,60.0,57.0,30.1,30.12,30.12,-0.34202,-0.939693,1,0,0,9,19,2005,1,2158,1,485,2,213,1605,20,5
22593,22593,2.0,7.0,0.0,93.0,40.0,39.0,38.0,29.98,30.01,30.0,-0.984808,-0.173648,1,0,0,12,9,1638,0,1918,0,884,2,255,1620,16,38
22594,22594,10.0,11.0,0.0,73.0,67.0,62.0,58.0,30.08,30.1,30.1,-0.173648,-0.984808,1,0,0,6,19,1924,0,2055,1,5769,2,49,229,19,24
22595,22595,10.0,7.0,0.0,74.0,74.0,68.0,65.0,29.99,30.01,30.01,0.34202,-0.939693,0,1,0,8,29,1821,0,2132,1,2370,2,131,1035,18,21
22596,22596,7.0,8.0,0.0,84.0,69.0,66.0,64.0,30.06,30.08,30.08,-0.866025,-0.5,1,0,0,10,4,803,1,1102,1,23,2,332,2475,8,3
22597,22597,10.0,0.0,0.0,73.0,65.0,60.0,56.0,30.01,30.03,30.03,0.0,1.0,0,1,0,10,16,1243,0,1535,0,3616,2,207,1411,12,43
22598,22598,10.0,9.0,0.0,58.0,81.0,71.0,65.0,29.83,29.85,29.85,-0.866025,0.5,1,0,0,6,26,858,1,1031,1,5824,2,52,277,8,58
22599,22599,10.0,0.0,0.0,80.0,52.0,49.0,46.0,30.41,30.43,30.43,0.0,1.0,0,1,0,11,6,811,1,924,1,3370,2,45,213,8,11
22600,22600,10.0,18.0,0.0,43.0,38.0,31.0,17.0,30.14,30.16,30.16,-0.34202,0.939693,0,1,0,11,12,1420,0,1741,1,1902,2,165,1035,14,20
22601,22601,10.0,9.0,0.0,74.0,73.0,67.0,64.0,30.05,30.07,30.07,-0.173648,-0.984808,0,1,0,7,31,2147,1,2249,0,4695,2,38,209,21,47
22602,22602,10.0,14.0,0.0,50.0,32.0,27.0,15.0,30.1,30.12,30.12,-0.939693,-0.34202,1,0,0,1,3,2001,1,2101,1,3944,2,40,184,20,1
22603,22603,10.0,8.0,0.0,76.0,65.0,60.0,57.0,29.96,29.99,29.98,-0.866025,-0.5,1,0,0,10,2,757,0,1001,0,245,2,212,1605,7,57
22604,22604,10.0,9.0,0.0,75.0,59.0,55.0,51.0,30.19,30.21,30.21,-0.173648,-0.984808,0,1,0,10,30,1618,0,1841,1,4684,2,109,642,16,18
22605,22605,10.0,17.0,0.0,42.0,37.0,30.0,16.0,29.82,29.84,29.84,-0.766044,0.642788,1,0,0,3,4,1943,1,2121,1,4644,2,77,463,19,43
22606,22606,10.0,18.0,0.0,75.0,64.0,59.0,56.0,29.59,29.62,29.61,-0.766044,-0.642788,1,0,0,11,1,1215,1,1323,1,3330,2,110,711,12,15
22607,22607,10.0,8.0,0.0,36.0,79.0,62.0,50.0,30.28,30.3,30.3,0.642788,0.766044,1,0,0,8,24,1330,1,1558,0,1199,2,305,2454,13,30
22608,22608,10.0,10.0,0.0,38.0,68.0,54.0,41.0,29.91,29.94,29.93,-1.0,-1.84e-16,0,1,0,9,24,1351,0,1541,0,3567,2,84,544,13,51
22609,22609,10.0,20.0,0.0,70.0,65.0,59.0,55.0,30.1,30.13,30.12,0.5,0.866025,0,1,0,10,10,1555,0,1914,0,141,2,332,2586,15,55
22610,22610,10.0,18.0,0.0,56.0,34.0,29.0,20.0,30.32,30.35,30.34,-0.642788,-0.766044,0,1,0,1,19,620,0,715,0,1774,2,37,169,6,20
22611,22611,5.0,7.0,0.06,93.0,45.0,44.0,43.0,30.22,30.24,30.24,0.866025,-0.5,0,1,0,1,11,1809,0,2030,1,2019,2,166,1020,18,9
22612,22612,10.0,6.0,0.0,64.0,53.0,47.0,41.0,30.34,30.36,30.36,-0.34202,-0.939693,0,1,0,5,2,1937,0,2233,0,1435,2,145,1010,19,37
22613,22613,10.0,11.0,0.0,38.0,80.0,64.0,52.0,29.99,30.01,30.01,-2.45e-16,1.0,1,0,0,8,23,1818,0,2003,0,5207,2,53,378,18,18
22614,22614,10.0,25.0,0.0,30.0,31.0,23.0,3.0,29.91,29.93,29.93,-0.766044,0.642788,0,1,0,2,1,1529,0,1726,1,3719,2,57,292,15,29
22615,22615,10.0,14.0,0.0,41.0,40.0,32.0,18.0,29.92,29.94,29.94,-0.173648,0.984808,1,0,0,3,24,906,0,1220,1,883,2,161,944,9,6
22616,22616,10.0,3.0,0.0,71.0,78.0,71.0,68.0,29.97,29.99,29.99,0.939693,-0.34202,0,1,0,8,12,1440,1,1728,0,301,2,145,1069,14,40
22617,22617,10.0,13.0,0.0,70.0,64.0,58.0,54.0,29.9,29.92,29.92,-0.939693,0.34202,1,0,0,10,7,1912,1,2056,1,1185,2,70,427,19,12
22618,22618,10.0,9.0,0.0,44.0,37.0,30.0,17.0,29.86,29.88,29.88,0.173648,0.984808,1,0,0,3,16,853,1,953,0,3825,2,34,187,8,53
22619,22619,10.0,16.0,0.0,69.0,73.0,66.0,62.0,29.99,30.01,30.01,-0.173648,-0.984808,0,1,0,5,31,1959,0,2151,0,4536,2,89,569,19,59
22620,22620,5.0,22.0,0.01,81.0,43.0,40.0,37.0,29.89,29.9,29.91,0.984808,0.173648,0,1,0,4,12,958,1,1136,0,319,2,109,733,9,58
22621,22621,10.0,8.0,0.0,74.0,43.0,40.0,35.0,30.1,30.12,30.12,-0.173648,-0.984808,1,0,0,3,30,2020,0,2306,0,1225,2,143,1023,20,20
22622,22622,10.0,0.0,0.0,80.0,52.0,49.0,46.0,30.04,30.06,30.06,0.0,1.0,1,0,0,4,8,819,0,945,1,4655,2,112,764,8,19
22623,22623,6.0,11.0,0.0,94.0,72.0,71.0,70.0,30.09,30.11,30.11,-0.34202,-0.939693,1,0,0,7,2,537,1,810,1,1611,2,193,1400,5,37
22624,22624,10.0,7.0,0.0,58.0,63.0,55.0,48.0,30.26,30.29,30.28,0.766044,-0.642788,0,1,0,10,14,1439,1,1657,1,477,2,111,828,14,39
22625,22625,4.0,11.0,0.0,93.0,46.0,45.0,44.0,29.7,29.73,29.72,-0.766044,-0.642788,1,0,0,4,1,831,0,944,0,4224,2,51,284,8,31
22626,22626,10.0,11.0,0.0,48.0,35.0,29.0,17.0,29.7,29.73,29.72,-0.939693,0.34202,0,1,0,3,3,1201,1,1420,0,371,2,176,1400,12,1
22627,22627,10.0,8.0,0.0,35.0,81.0,63.0,51.0,30.11,30.13,30.13,-0.866025,0.5,0,1,0,7,30,1339,1,1702,1,1130,2,339,2454,13,39
22628,22628,10.0,13.0,0.0,69.0,80.0,73.0,69.0,30.02,30.04,30.04,-0.173648,-0.984808,1,0,0,7,29,1157,0,1311,0,1006,2,43,187,11,57
22629,22629,10.0,15.0,0.0,43.0,86.0,70.0,61.0,30.11,30.13,30.13,1.22e-16,-1.0,0,1,0,8,21,1449,0,1617,0,3231,2,60,340,14,49
22630,22630,10.0,13.0,0.0,61.0,32.0,28.0,20.0,29.98,30.0,30.0,-0.766044,0.642788,1,0,0,3,5,706,0,1000,0,1591,2,208,1400,7,6
22631,22631,0.75,7.0,0.01,100.0,56.0,56.0,56.0,29.37,29.4,29.39,-0.173648,-0.984808,0,1,0,11,27,810,0,1100,0,857,2,323,2446,8,10
22632,22632,10.0,8.0,0.0,64.0,49.0,44.0,37.0,29.9,29.92,29.92,-0.766044,0.642788,1,0,0,4,13,1158,0,1408,0,560,2,223,1605,11,58
22633,22633,10.0,10.0,0.05,86.0,47.0,45.0,43.0,30.02,30.04,30.04,-0.173648,0.984808,1,0,0,12,6,1256,0,1503,1,1843,2,92,544,12,56
22634,22634,10.0,0.0,0.0,35.0,78.0,61.0,48.0,30.1,30.12,30.12,0.0,1.0,0,1,0,8,11,1147,0,1407,0,1312,2,234,1620,11,47
22635,22635,10.0,6.0,0.0,86.0,48.0,46.0,44.0,30.33,30.35,30.35,1.0,6.12e-17,1,0,0,4,18,600,0,652,0,2161,2,42,214,6,0
22636,22636,10.0,16.0,0.0,54.0,74.0,63.0,56.0,30.11,30.13,30.13,0.173648,-0.984808,0,1,0,6,9,1629,0,1800,0,4702,2,67,445,16,29
22637,22637,10.0,10.0,0.0,65.0,38.0,34.0,27.0,29.96,29.99,29.98,-0.866025,0.5,0,1,0,3,28,605,0,748,0,1919,2,138,1020,6,5
22638,22638,10.0,9.0,0.0,43.0,78.0,64.0,54.0,30.37,30.39,30.39,-1.0,-1.84e-16,0,1,0,8,25,1023,0,1253,0,925,2,129,1005,10,23
22639,22639,9.0,9.0,0.0,65.0,83.0,74.0,70.0,29.75,29.78,29.77,0.173648,-0.984808,0,1,0,6,27,1159,1,1401,1,401,2,103,746,11,59
22640,22640,9.0,5.0,0.0,90.0,71.0,69.0,68.0,29.87,29.89,29.89,1.0,6.12e-17,0,1,0,8,28,613,0,814,1,3351,2,78,502,6,13
22641,22641,10.0,13.0,0.0,50.0,47.0,39.0,29.0,29.53,29.55,29.55,-0.984808,0.173648,0,1,0,2,28,1624,0,1909,0,27,2,328,2586,16,24
22642,22642,10.0,13.0,0.0,70.0,60.0,55.0,50.0,29.77,29.79,29.79,0.173648,0.984808,1,0,0,6,14,1036,0,1257,0,244,2,286,2227,10,36
22643,22643,10.0,7.0,0.0,55.0,83.0,71.0,65.0,29.85,29.87,29.87,-0.173648,0.984808,1,0,0,7,11,1340,1,1449,1,2502,2,53,301,13,40
22644,22644,10.0,23.0,0.0,43.0,28.0,22.0,8.0,29.99,30.01,30.01,-0.939693,0.34202,1,0,0,2,21,919,0,1258,1,1589,2,250,1372,9,19
22645,22645,10.0,22.0,0.0,81.0,63.0,60.0,57.0,29.93,29.96,29.95,1.22e-16,-1.0,0,1,0,10,31,1856,1,2043,1,1113,2,145,888,18,56
22646,22646,5.0,11.0,0.02,93.0,61.0,60.0,59.0,29.82,29.84,29.84,1.22e-16,-1.0,0,1,0,5,11,556,0,934,1,303,2,353,2586,5,56
22647,22647,10.0,10.0,0.0,69.0,74.0,67.0,63.0,30.04,30.06,30.06,1.22e-16,-1.0,0,1,0,7,31,1927,0,2226,0,1435,2,141,1010,19,27
22648,22648,10.0,14.0,0.0,34.0,54.0,42.0,26.0,30.02,30.04,30.04,-0.766044,0.642788,1,0,0,10,27,1811,1,2030,1,866,2,300,2227,18,11
22649,22649,10.0,16.0,0.0,51.0,65.0,55.0,46.0,30.15,30.17,30.17,0.766044,0.642788,1,0,0,10,12,932,0,1045,0,3675,2,104,764,9,32
22650,22650,10.0,21.0,0.0,41.0,38.0,31.0,16.0,29.8,29.82,29.82,-0.642788,0.766044,1,0,0,3,4,1801,0,1921,0,4277,2,47,290,18,1
22651,22651,5.0,8.0,0.0,82.0,31.0,29.0,26.0,29.91,29.93,29.93,0.642788,0.766044,0,1,0,2,5,1434,0,1626,1,81,2,76,404,14,34
22652,22652,10.0,14.0,0.0,68.0,38.0,34.0,28.0,29.6,29.62,29.62,0.642788,0.766044,0,1,0,3,25,642,0,818,0,4626,2,137,1008,6,42
22653,22653,10.0,26.0,0.0,23.0,60.0,44.0,22.0,29.8,29.83,29.82,-0.984808,0.173648,1,0,0,5,12,1953,0,2122,0,4533,2,68,419,19,53
22654,22654,10.0,15.0,0.0,37.0,81.0,64.0,52.0,29.97,29.99,29.99,-2.45e-16,1.0,1,0,0,8,23,1512,1,1636,1,3433,2,56,213,15,12
22655,22655,10.0,11.0,0.0,35.0,44.0,35.0,18.0,29.82,29.85,29.84,-2.45e-16,1.0,0,1,0,3,24,1205,0,1549,1,133,2,170,1074,12,5
22656,22656,10.0,18.0,0.0,44.0,54.0,44.0,32.0,29.98,30.0,30.0,-0.5,-0.866025,0,1,0,10,26,1609,1,1716,1,4249,2,39,169,16,9
22657,22657,10.0,17.0,0.0,41.0,30.0,24.0,9.0,30.1,30.12,30.12,-0.642788,0.766044,1,0,0,2,9,1701,1,2017,1,181,2,344,2475,17,1
22658,22658,10.0,20.0,0.0,40.0,66.0,53.0,41.0,30.14,30.16,30.16,-0.173648,-0.984808,0,1,0,5,27,1557,0,1846,1,3315,2,174,1029,15,57
22659,22659,10.0,10.0,0.0,50.0,21.0,17.0,5.0,30.3,30.32,30.32,-0.984808,0.173648,1,0,0,2,2,855,0,1121,0,1747,2,114,762,8,55
22660,22660,10.0,20.0,0.0,45.0,31.0,25.0,12.0,30.2,30.22,30.22,-1.0,-1.84e-16,1,0,0,12,13,1055,0,1201,0,2177,2,47,214,10,55
22661,22661,10.0,7.0,0.0,69.0,81.0,74.0,70.0,29.8,29.83,29.82,-0.939693,-0.34202,1,0,0,7,20,2248,1,32,1,486,2,50,264,22,48
22662,22662,10.0,16.0,0.0,54.0,76.0,65.0,58.0,30.04,30.06,30.06,-0.766044,-0.642788,0,1,0,8,19,1620,0,1926,1,843,2,118,760,16,20
22663,22663,9.0,29.0,0.0,68.0,43.0,39.0,33.0,29.84,29.86,29.86,0.866025,0.5,1,0,0,3,6,1255,1,1439,1,4640,2,83,533,12,55
22664,22664,9.0,13.0,0.0,93.0,70.0,69.0,68.0,29.93,29.96,29.95,0.34202,-0.939693,0,1,0,10,7,732,0,928,0,4111,2,99,628,7,32
22665,22665,10.0,7.0,0.0,65.0,42.0,38.0,31.0,30.42,30.44,30.44,0.984808,-0.173648,0,1,0,1,11,1151,0,1241,0,1174,2,34,200,11,51
22666,22666,10.0,14.0,0.0,60.0,77.0,68.0,62.0,30.04,30.06,30.06,-0.173648,-0.984808,0,1,0,5,31,1559,0,1736,0,343,2,108,733,15,59
22667,22667,10.0,17.0,0.0,40.0,40.0,32.0,17.0,29.88,29.9,29.9,-0.939693,0.34202,0,1,0,3,20,1004,0,1123,0,600,2,52,273,10,4
22668,22668,4.0,10.0,0.03,93.0,39.0,38.0,37.0,30.09,30.11,30.11,0.866025,0.5,0,1,0,12,9,928,1,1116,1,2906,2,63,301,9,28
22669,22669,10.0,7.0,0.0,47.0,76.0,63.0,54.0,29.87,29.89,29.89,-0.766044,0.642788,1,0,0,8,4,833,1,1050,0,4388,2,112,820,8,33
22670,22670,10.0,25.0,0.0,35.0,36.0,28.0,11.0,29.88,29.9,29.9,-0.939693,0.34202,0,1,0,3,14,1351,1,1545,0,186,2,280,2133,13,51
22671,22671,10.0,8.0,0.0,59.0,35.0,30.0,22.0,30.26,30.28,30.28,-0.984808,0.173648,1,0,0,12,26,2011,1,2250,1,1715,2,184,1183,20,11
22672,22672,10.0,11.0,0.0,43.0,33.0,27.0,13.0,30.09,30.11,30.11,-0.939693,-0.34202,0,1,0,1,3,1427,1,1724,1,1618,2,157,997,14,27
22673,22673,10.0,17.0,0.0,38.0,53.0,42.0,28.0,30.09,30.11,30.11,-0.866025,-0.5,0,1,0,12,28,1422,1,1715,1,374,2,157,1068,14,22
22674,22674,10.0,16.0,0.0,54.0,48.0,41.0,32.0,30.11,30.13,30.13,-0.866025,-0.5,0,1,0,12,28,1809,1,2115,1,305,2,149,1065,18,9
22675,22675,10.0,11.0,0.0,79.0,42.0,39.0,36.0,29.93,29.95,29.95,0.173648,-0.984808,0,1,0,2,15,1807,1,2056,1,1228,2,318,2425,18,7
22676,22676,10.0,15.0,0.0,70.0,34.0,31.0,25.0,30.14,30.16,30.16,-0.642788,-0.766044,0,1,0,12,19,841,1,1106,1,4419,2,175,1131,8,41
22677,22677,10.0,6.0,0.0,48.0,75.0,63.0,54.0,30.16,30.18,30.18,-2.45e-16,1.0,1,0,0,6,9,918,0,1207,0,1739,2,200,1372,9,18
22678,22678,10.0,8.0,0.0,59.0,73.0,64.0,58.0,30.13,30.15,30.15,0.939693,-0.34202,0,1,0,8,18,1702,0,1933,0,1486,2,187,1372,17,2
22679,22679,10.0,15.0,0.0,43.0,40.0,33.0,19.0,30.28,30.3,30.3,-1.0,-1.84e-16,0,1,0,12,27,1709,1,1906,1,2917,2,89,509,17,9
22680,22680,10.0,18.0,0.0,35.0,46.0,36.0,20.0,30.27,30.3,30.29,-0.173648,-0.984808,0,1,0,4,6,1633,0,1832,0,4540,2,88,502,16,33
22681,22681,10.0,6.0,0.0,87.0,54.0,52.0,50.0,30.21,30.23,30.23,-0.766044,-0.642788,1,0,0,10,30,1922,0,2036,0,3331,2,60,427,19,22
22682,22682,10.0,11.0,0.0,51.0,84.0,71.0,64.0,30.11,30.13,30.13,-0.34202,-0.939693,0,1,0,5,30,1201,1,1432,0,608,2,189,1400,12,1
22683,22683,10.0,8.0,0.0,41.0,47.0,38.0,24.0,30.19,30.21,30.21,-0.866025,0.5,1,0,0,11,11,1035,1,1347,1,504,2,347,2586,10,35
22684,22684,10.0,17.0,0.0,50.0,76.0,64.0,56.0,30.04,30.06,30.06,-0.766044,-0.642788,0,1,0,8,19,1559,0,1913,0,1373,2,153,1089,15,59
22685,22685,10.0,0.0,0.0,75.0,34.0,31.0,27.0,29.91,29.93,29.93,0.0,1.0,0,1,0,2,13,800,0,906,0,1172,2,38,200,8,0
22686,22686,10.0,7.0,0.0,76.0,80.0,75.0,72.0,30.05,30.07,30.07,-0.5,-0.866025,1,0,0,7,7,706,1,814,0,1674,2,104,733,7,6
22687,22687,0.5,5.0,0.01,94.0,54.0,53.0,52.0,29.97,29.98,29.99,0.766044,-0.642788,0,1,0,12,23,924,1,1210,1,3638,2,115,660,9,24
22688,22688,10.0,11.0,0.0,56.0,43.0,37.0,28.0,29.68,29.7,29.7,-0.5,0.866025,1,0,0,3,1,1024,1,1143,1,4709,2,124,872,10,24
22689,22689,10.0,16.0,0.0,41.0,53.0,43.0,30.0,30.04,30.06,30.06,-0.642788,-0.766044,0,1,0,11,11,1854,1,2044,0,5268,2,84,544,18,54
22690,22690,10.0,15.0,0.0,61.0,52.0,46.0,39.0,30.15,30.17,30.17,0.173648,0.984808,0,1,0,4,23,1859,0,2152,0,2391,2,137,1005,18,59
22691,22691,10.0,8.0,0.0,38.0,73.0,58.0,46.0,30.03,30.05,30.05,0.5,0.866025,1,0,0,6,19,1344,0,1644,0,117,2,328,2475,13,44
22692,22692,10.0,16.0,0.0,51.0,82.0,69.0,62.0,29.96,29.98,29.98,-0.939693,-0.34202,1,0,0,6,24,1935,1,2234,1,807,2,181,1416,19,35
22693,22693,10.0,15.0,0.0,54.0,33.0,28.0,18.0,30.45,30.47,30.47,-2.45e-16,1.0,1,0,0,11,20,625,0,742,0,1360,2,109,725,6,25
22694,22694,10.0,17.0,0.0,63.0,68.0,61.0,55.0,30.25,30.27,30.27,-0.173648,-0.984808,0,1,0,6,21,1947,0,2125,0,3573,2,72,479,19,47
22695,22695,10.0,14.0,0.0,46.0,85.0,70.0,62.0,29.92,29.94,29.94,0.766044,-0.642788,1,0,0,7,21,1409,1,1726,1,1565,2,347,2586,14,9
22696,22696,10.0,11.0,0.0,51.0,40.0,34.0,23.0,29.96,29.98,29.98,-0.984808,0.173648,1,0,0,2,12,2049,0,10,0,2363,2,343,2475,20,49
22697,22697,10.0,7.0,0.0,38.0,74.0,59.0,47.0,30.03,30.05,30.05,-0.173648,0.984808,1,0,0,6,19,1235,1,1544,1,1164,2,161,1065,12,35
22698,22698,10.0,16.0,0.0,43.0,63.0,52.0,40.0,30.04,30.06,30.06,1.22e-16,-1.0,0,1,0,10,21,1629,0,1936,0,1394,2,335,2454,16,29
22699,22699,10.0,3.0,0.0,89.0,33.0,32.0,30.0,30.38,30.4,30.4,0.173648,0.984808,1,0,0,3,10,753,0,1050,0,2267,2,144,1096,7,53
22700,22700,10.0,9.0,0.0,52.0,33.0,28.0,17.0,30.35,30.37,30.37,-1.0,-1.84e-16,1,0,0,12,27,837,0,1035,0,2071,2,101,544,8,37
22701,22701,10.0,13.0,0.0,54.0,75.0,64.0,57.0,30.15,30.17,30.17,-0.34202,-0.939693,1,0,0,6,9,1255,0,1431,1,546,2,111,738,12,55
22702,22702,10.0,0.0,0.0,50.0,37.0,31.0,20.0,30.39,30.41,30.41,0.0,1.0,1,0,0,1,7,2053,0,2242,0,4573,2,86,502,20,53
22703,22703,7.0,11.0,0.07,81.0,64.0,60.0,58.0,29.69,29.71,29.71,0.984808,-0.173648,0,1,0,6,13,1007,0,1121,0,4240,2,51,282,10,7
22704,22704,10.0,24.0,0.0,23.0,66.0,48.0,27.0,29.69,29.71,29.71,-0.984808,0.173648,0,1,0,5,12,1553,0,1726,0,6,2,64,301,15,53
22705,22705,10.0,14.0,0.0,81.0,73.0,69.0,67.0,30.09,30.11,30.11,0.34202,-0.939693,0,1,0,8,7,2120,0,17,1,775,2,168,1182,21,20
22706,22706,10.0,3.0,0.0,39.0,28.0,22.0,6.0,30.5,30.52,30.52,0.984808,0.173648,1,0,0,12,25,1714,0,2044,1,291,2,236,1521,17,14
22707,22707,10.0,16.0,0.0,41.0,38.0,31.0,16.0,30.59,30.61,30.61,0.34202,0.939693,1,0,0,11,4,808,0,934,0,2906,2,56,301,8,8
